Show_ID,Performing,date,time,genre,venue,city,state,long,lat
265,Little Shop of Horrors,2023-12-22,20:00:00,"{'id': 'KnvZfZ7v7l1', 'name': 'Theatre'}",Westside Theatre Upstairs - NY,New York,NY,-73.9758,40.785999
266,Lil Tecca,2023-12-22,20:00:00,"{'id': 'KnvZfZ7vAv1', 'name': 'Hip-Hop/Rap'}",The Paramount,Huntington,NY,-73.42591099,40.86969685
267,The Warped Tour Band,2023-12-22,20:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",XL Live,Harrisburg,PA,-74.7603259,40.2372006
268,Rufus And Martha Wainwrights A Not So Silent Night,2023-12-22,20:00:00,"{'id': 'KnvZfZ7vAeA', 'name': 'Rock'}",Town Hall,New York,NY,-73.98447747,40.75599205
269,Thundersmack,2023-12-22,21:00:00,"{'id': 'KnvZfZ7vAvE', 'name': 'Jazz'}",Mercury Lounge,New York,NY,-73.986806,40.722036
270,Party Favor,2023-12-22,23:00:00,"{'id': 'KnvZfZ7vAeE', 'name': 'Fairs & Festivals'}",Marquee New York,New York,NY,-73.996696,40.75
271,Shrek Rave,2023-12-22,23:00:00,"{'id': 'KnvZfZ7vAvF', 'name': 'Dance/Electronic'}",Webster Hall,New York,NY,-73.989098,40.731602
272,Little Shop of Horrors,2023-12-23,14:00:00,"{'id': 'KnvZfZ7v7l1', 'name': 'Theatre'}",Westside Theatre Upstairs - NY,New York,NY,-73.9758,40.785999
273,Splintered Sunlight,2023-12-23,18:30:00,"{'id': 'KnvZfZ7vAe6', 'name': 'Undefined'}",The Stone Pony,Asbury Park,NJ,-74.00071097,40.220001
274,Asbury Fever,2023-12-23,19:00:00,"{'id': 'KnvZfZ7vAe6', 'name': 'Undefined'}",The Wonder Bar,Asbury Park,NJ,-73.99950139,40.22328639
275,Stella Blue's Band,2023-12-23,20:00:00,"{'id': 'KnvZfZ7vAvd', 'name': 'Blues'}",Garcia's at The Capitol Theatre,Port Chester,NY,-73.6654488,41.0013461
276,Trap Karaoke: New York,2023-12-23,20:00:00,"{'id': 'KnvZfZ7vAv1', 'name': 'Hip-Hop/Rap'}",Terminal 5,New York,NY,-73.992762,40.769708
277,New York Pops,2023-12-23,20:00:00,"{'id': 'KnvZfZ7vAeJ', 'name': 'Classical'}",Stern Auditorium / Perelman Stage at Carnegie Hall,New York,NY,-73.985298,40.765202
278,New York Philharmonic w/ Black Panther In Concert,2023-12-23,20:00:00,"{'id': 'KnvZfZ7vAeJ', 'name': 'Classical'}",David Geffen Hall,New York,NY,-73.9841,40.7761
279,Little Shop of Horrors,2023-12-23,20:00:00,"{'id': 'KnvZfZ7v7l1', 'name': 'Theatre'}",Westside Theatre Upstairs - NY,New York,NY,-73.9758,40.785999
280,Back In Black,2023-12-23,20:00:00,"{'id': 'KnvZfZ7vAe6', 'name': 'Undefined'}",XL Live,Harrisburg,PA,-74.7603259,40.2372006
